_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,geometry
2534334,4152620,2017.0,,1956.0,PRIVATE,20,Scarborough Southwest,68 HARRIS PARK DR,3,11,2022-12-28,78,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,2.0,3.0,4.0,5.0,3.0,4.0,4.0,,4.0,4.0,4.0,E2021,43.722488216,-79.2987114556,POINT (321002.536 4842300.513)
2534335,4155285,2017.0,,1950.0,PRIVATE,3,Etobicoke-Lakeshore,6 KINGS POINT DR,3,16,2022-12-28,68,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,3.0,3.0,4.0,,4.0,,4.0,2.0,4.0,5.0,2.0,4.0,2.0,4.0,3.0,4.0,,W0327,43.6396095695,-79.4936460031,POINT (305296.993 4833073.615)
2534336,4152690,2017.0,,1958.0,PRIVATE,20,Scarborough Southwest,709 KENNEDY RD,6,79,2022-12-28,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,,E2023,43.7281374387,-79.2656668508,POINT (323663.167 4842935.041)
2534337,4152691,2018.0,,1958.0,PRIVATE,20,Scarborough Southwest,711 KENNEDY RD,6,79,2022-12-28,69,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,3.0,3.0,4.0,,4.0,4.0,,2.0,3.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,,E2023,43.7287077114,-79.2659054509,POINT (323643.766 4842998.342)
2534338,4152672,2017.0,,1957.0,PRIVATE,20,Scarborough Southwest,712 KENNEDY RD,4,49,2022-12-28,84,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,5.0,5.0,4.0,,5.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,E2023,43.728810664,-79.2674784317,POINT (323517.01 4843009.424)
2534339,4152673,2017.0,,1965.0,PRIVATE,20,Scarborough Southwest,720 KENNEDY RD,14,186,2022-12-28,78,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,,E2023,43.7295838093,-79.2673564135,POINT (323526.601 4843095.346)
2534340,4285401,2018.0,,1952.0,PRIVATE,20,Scarborough Southwest,6 FOLCROFT AVE,3,13,2022-12-28,75,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,3.0,3.0,4.0,,4.0,,3.0,4.0,4.0,5.0,3.0,4.0,3.0,,5.0,4.0,,E2035,43.700957687,-79.251492552,POINT (324829.314 4839934.355)
2534341,4155272,2017.0,,1955.0,PRIVATE,3,Etobicoke-Lakeshore,34 RIVERWOOD PKWY,4,35,2022-12-28,83,Evaluation needs to be conducted in 2 years,16,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,,W0327,43.6397937003,-79.4903246449,POINT (305564.983 4833094.093)
2534342,4152629,2017.0,,1955.0,PRIVATE,21,Scarborough Centre,8 RANNOCK ST,4,33,2022-12-28,86,Evaluation needs to be conducted in 3 years,17,4.0,4.0,5.0,4.0,5.0,4.0,,4.0,,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,E2131,43.7287170868,-79.3000634846,POINT (320891.929 4842992.248)
2534343,4269318,2017.0,,1958.0,PRIVATE,20,Scarborough Southwest,998 DANFORTH RD,3,21,2022-12-28,71,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,4.0,4.0,4.0,,4.0,,4.0,3.0,3.0,5.0,3.0,4.0,3.0,,4.0,2.0,,E2024,43.7352342615,-79.2476716721,POINT (325110.51 4843727.705)
2534344,4155230,2018.0,,1959.0,PRIVATE,3,Etobicoke-Lakeshore,65 CLOVERHILL RD,4,24,2022-12-28,75,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,3.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,W0329,43.6354908958,-79.4906112543,POINT (305541.855 4832616.072)
2534345,4155485,2017.0,,1957.0,PRIVATE,3,Etobicoke-Lakeshore,12 ALBERT AVE,3,12,2022-12-28,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,2.0,3.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,4.0,,W0336,43.6158886447,-79.4889237637,POINT (305678.326 4830438.387)
2534346,4155484,2017.0,,1950.0,PRIVATE,3,Etobicoke-Lakeshore,16 ALBERT AVE,3,18,2022-12-28,80,Evaluation needs to be conducted in 2 years,15,4.0,3.0,5.0,4.0,3.0,4.0,,4.0,,,5.0,4.0,4.0,5.0,3.0,3.0,,5.0,4.0,,W0336,43.6159770796,-79.4891131322,POINT (305663.04 4830448.21)
2534347,4848750,2021.0,,1954.0,PRIVATE,19,Beaches-East York,996 O'CONNOR DR,3,18,2022-12-28,71,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,4.0,3.0,4.0,,4.0,,4.0,3.0,3.0,5.0,3.0,4.0,3.0,,4.0,3.0,,S1921,43.7091752019,-79.3105723901,POINT (320050.275 4840819.291)
2534348,4155309,2017.0,,1959.0,PRIVATE,3,Etobicoke-Lakeshore,22 BURNHAMTHORPE RD,5,42,2022-12-28,73,Evaluation needs to be conducted in 2 years,18,3.0,3.0,5.0,3.0,4.0,4.0,,3.0,4.0,4.0,2.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,,W0321,43.648227444,-79.530348478,POINT (302335.758 4834032.463)
2534349,4155308,2017.0,,1959.0,PRIVATE,3,Etobicoke-Lakeshore,24 BURNHAMTHORPE RD,5,42,2022-12-28,69,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,3.0,3.0,4.0,,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,,W0321,43.648421735,-79.530760922,POINT (302302.494 4834054.061)
2534350,4155470,2017.0,,1977.0,TCHC,3,Etobicoke-Lakeshore,100 CAVELL AVE,7,300,2022-12-28,86,Evaluation needs to be conducted in 3 years,19,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,W0336,43.6154876721,-79.4969959174,POINT (305026.782 4830393.808)
2534351,4155278,2017.0,,1950.0,PRIVATE,3,Etobicoke-Lakeshore,158 BERRY RD,4,30,2022-12-28,74,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,3.0,2.0,,4.0,,3.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,,W0327,43.6372671432,-79.489657597,POINT (305618.818 4832813.412)
2534352,4155492,2017.0,,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2555 LAKE SHORE BLVD W,4,26,2022-12-28,76,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,3.0,2.0,,4.0,,,4.0,5.0,5.0,3.0,4.0,4.0,,3.0,3.0,,W0336,43.6090432374,-79.4898363283,POINT (305704.944 4829683.294)
2534353,4155490,2017.0,,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2559 LAKE SHORE BLVD W,4,26,2022-12-28,81,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,3.0,3.0,,3.0,,,4.0,5.0,5.0,4.0,5.0,4.0,,4.0,4.0,,W0336,43.6090936183,-79.4886161506,POINT (305607.776 4829677.695)
2534354,4155489,2017.0,,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2561 LAKE SHORE BLVD W,4,14,2022-12-28,81,Evaluation needs to be conducted in 2 years,14,4.0,4.0,5.0,4.0,,3.0,,4.0,,,4.0,5.0,5.0,4.0,5.0,3.0,,4.0,3.0,,W0336,43.6088644692,-79.4900435258,POINT (305588.026 4829658.026)
2534355,4155487,2017.0,,1965.0,PRIVATE,3,Etobicoke-Lakeshore,2 SUPERIOR AVE,5,47,2022-12-28,80,Evaluation needs to be conducted in 2 years,17,4.0,5.0,4.0,3.0,4.0,4.0,,5.0,4.0,,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,,W0336,43.6143308517,-79.4872977904,POINT (305809.589 4830265.341)
2534356,4155843,2017.0,,1952.0,PRIVATE,20,Scarborough Southwest,3214 ST CLAIR AVE E,3,16,2022-12-23,91,Evaluation needs to be conducted in 3 years,15,4.0,4.0,5.0,5.0,5.0,4.0,,5.0,,,4.0,5.0,5.0,5.0,4.0,3.0,,5.0,5.0,,E2021,43.7104704684,-79.2900582076,POINT (321703.085 4840967.096)
2534357,4154885,2017.0,,1964.0,PRIVATE,16,Don Valley East,1850 VICTORIA PARK AVE,15,240,2022-12-23,85,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,,N1628,43.7409546826,-79.3112631324,POINT (319986.585 4844349.647)
2534358,4155564,2017.0,,1970.0,TCHC,20,Scarborough Southwest,3479 ST CLAIR AVE E,8,94,2022-12-23,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,E2030,43.7142950675,-79.2692166242,POINT (323381.434 4841396.427)
2534359,4154915,2017.0,,1961.0,PRIVATE,16,Don Valley East,1325 YORK MILLS RD,4,64,2022-12-23,79,Evaluation needs to be conducted in 2 years,18,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,N1625,43.7616285056,-79.3217659908,POINT (319135.683 4846644.525)
2534360,4245705,2017.0,,1967.0,PRIVATE,3,Etobicoke-Lakeshore,359 KIPLING AVE,3,12,2022-12-23,85,Evaluation needs to be conducted in 2 years,16,4.0,5.0,3.0,4.0,5.0,4.0,,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,2.0,,4.0,3.0,,W0335,43.6009938518,-79.5179299016,POINT (303336.876 4828783.712)
2534361,4154246,2017.0,,1972.0,PRIVATE,7,Humber River-Black Creek,2405 FINCH AVE W,27,258,2022-12-23,75,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,W0727,43.750621289,-79.544032103,POINT (301238.257 4845408.296)
2534362,4154251,2018.0,,1993.0,SOCIAL HOUSING,7,Humber River-Black Creek,3001 FINCH AVE W,14,166,2022-12-23,80,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,W0727,43.747070571,-79.562597925,POINT (299742.782 4845014.81)
2534363,4156195,2017.0,,1967.0,TCHC,7,Humber River-Black Creek,415 DRIFTWOOD AVE,16,135,2022-12-23,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,4.0,,4.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,,W0725,43.7673194757,-79.5164765451,POINT (303458.049 4847261.584)
2534364,4154259,2017.0,,1984.0,TCHC,7,Humber River-Black Creek,3101 WESTON RD,18,176,2022-12-23,61,Evaluation needs to be conducted in 1 year,20,3.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,W0733,43.733312244,-79.537225843,POINT (301785.494 4843485.091)
2534365,4156048,2017.0,,1960.0,PRIVATE,20,Scarborough Southwest,24 PELL ST,3,11,2022-12-23,87,Evaluation needs to be conducted in 3 years,15,5.0,2.0,5.0,4.0,,5.0,,5.0,,5.0,3.0,4.0,5.0,5.0,4.0,3.0,,5.0,5.0,,E2035,43.708100911,-79.248499263,POINT (325056.883 4840728.747)
2534366,4152679,2017.0,,1971.0,PRIVATE,20,Scarborough Southwest,2225 EGLINTON AVE E,6,94,2022-12-23,91,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,,E2023,43.729677828,-79.276229104,POINT (322811.499 4843104.772)
2534367,4155562,2017.0,,1971.0,TCHC,20,Scarborough Southwest,40 TEESDALE PL,24,278,2022-12-23,71,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,,3.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,,E2028,43.6972076653,-79.2864410678,POINT (321998.393 4839494.37)
2534368,4888795,2021.0,,1951.0,PRIVATE,19,Beaches-East York,1000 O'CONNOR DR,3,12,2022-12-23,77,Evaluation needs to be conducted in 2 years,14,4.0,2.0,4.0,4.0,,5.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,4.0,,5.0,2.0,,S1921,43.7092735859,-79.3104170385,POINT (320062.769 4840830.249)
2534369,4156385,2017.0,,1940.0,PRIVATE,20,Scarborough Southwest,1481 KINGSTON RD,3,15,2022-12-23,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,3.0,4.0,3.0,5.0,3.0,4.0,2.0,,5.0,3.0,,E2034,43.688423918,-79.269500963,POINT (323393.784 4838549.187)
2534370,4155804,2017.0,,1950.0,PRIVATE,20,Scarborough Southwest,1625 KINGSTON RD,3,11,2022-12-23,81,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,4.0,4.0,2.0,,5.0,,3.0,4.0,3.0,5.0,5.0,4.0,5.0,,5.0,5.0,,E2034,43.690864521,-79.265477585,POINT (323718.011 4838812.556)
2534371,4154886,2017.0,,1964.0,PRIVATE,16,Don Valley East,1840 VICTORIA PARK AVE,12,204,2022-12-23,80,Evaluation needs to be conducted in 2 years,19,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,,N1628,43.7404974664,-79.3102350058,POINT (320069.513 4844299.041)
2534372,4156305,2017.0,,1952.0,PRIVATE,20,Scarborough Southwest,3218 ST CLAIR AVE E,3,16,2022-12-23,79,Evaluation needs to be conducted in 2 years,15,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,3.0,4.0,3.0,,4.0,4.0,,E2021,43.7103165144,-79.2898372595,POINT (321720.933 4840950.037)
2534373,4167767,2017.0,,1974.0,TCHC,5,York South-Weston,710 TRETHEWEY DR,19,165,2022-12-22,89,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,,W0528,43.697803447,-79.499827299,POINT (304798.114 4839539.581)
2534374,4153236,2017.0,,1967.0,PRIVATE,11,University-Rosedale,280 ST GEORGE ST,15,85,2022-12-22,91,Evaluation needs to be conducted in 3 years,19,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,S1127,43.673984446,-79.4033081754,POINT (312581.298 4836896.819)
2534375,4155225,2017.0,,1973.0,PRIVATE,3,Etobicoke-Lakeshore,8 LOMOND DR,24,183,2022-12-22,75,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,,W0325,43.6463454422,-79.5227554263,POINT (302948.491 4833822.241)
2534376,4155287,2017.0,,1954.0,PRIVATE,3,Etobicoke-Lakeshore,2 KINGS POINT DR,4,16,2022-12-22,85,Evaluation needs to be conducted in 2 years,17,4.0,5.0,5.0,4.0,3.0,5.0,,5.0,,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,,W0327,43.639372903,-79.4944231531,POINT (305234.286 4833047.319)
2534377,4155286,2017.0,,1954.0,PRIVATE,3,Etobicoke-Lakeshore,4 KINGS POINT DR,4,16,2022-12-22,79,Evaluation needs to be conducted in 2 years,17,5.0,4.0,5.0,4.0,2.0,4.0,,5.0,,3.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,,W0327,43.6395029387,-79.4940316467,POINT (305265.876 4833061.767)
2534378,4155284,2018.0,,1953.0,PRIVATE,3,Etobicoke-Lakeshore,8 KINGS POINT DR,5,16,2022-12-22,69,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,3.0,3.0,2.0,,4.0,,,2.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,,W0327,43.6396821871,-79.4933367622,POINT (305321.945 4833081.684)
2534379,4155243,2017.0,,1954.0,PRIVATE,3,Etobicoke-Lakeshore,12 KINSDALE BLVD,4,16,2022-12-22,95,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,5.0,4.0,5.0,,4.0,,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,,W0329,43.6356967623,-79.4921362887,POINT (305418.785 4832638.931)
2534380,4155993,2017.0,,1973.0,PRIVATE,5,York South-Weston,2460 WESTON RD,27,214,2022-12-22,84,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,3.0,4.0,5.0,3.0,1.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,W0521,43.7078718117,-79.5341521524,POINT (302032.14 4840657.833)
2534381,4153514,2017.0,,1970.0,PRIVATE,13,Toronto Centre,15 DUNDONALD ST,24,172,2022-12-22,72,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,,,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,S1322,43.665727503,-79.383887543,POINT (314148.344 4835982.525)
2534382,4226941,2017.0,,1993.0,SOCIAL HOUSING,3,Etobicoke-Lakeshore,781 THE QUEENSWAY,3,66,2022-12-22,93,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,,3.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,W0326,43.6254472366,-79.5057604061,POINT (304305.579 4831500.434)
2534383,4261157,,,1957.0,PRIVATE,3,Etobicoke-Lakeshore,103 SIXTEENTH ST,3,10,2022-12-22,57,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,4.0,2.0,1.0,,5.0,,,3.0,3.0,5.0,2.0,2.0,4.0,,2.0,1.0,,W0335,43.6028075946,-79.5164885645,POINT (303453.266 4828985.195)
2534384,4155290,2017.0,,1958.0,PRIVATE,3,Etobicoke-Lakeshore,33 RIVERWOOD PKWY,4,50,2022-12-22,87,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,4.0,5.0,,5.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,,W0327,43.6402119345,-79.4896809434,POINT (305616.916 4833140.562)
2534385,4153789,2017.0,,1958.0,PRIVATE,15,Don Valley West,75 PETMAN AVE,3,26,2022-12-22,80,Evaluation needs to be conducted in 2 years,14,4.0,4.0,4.0,4.0,4.0,3.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,N1530,43.708920433,-79.384300946,POINT (314108.39 4840781.103)
2534386,4153918,2017.0,,1918.0,PRIVATE,12,Toronto-St. Paul's,62 ORIOLE GDNS,3,13,2022-12-22,65,Evaluation needs to be conducted in 1 year,15,3.0,4.0,5.0,3.0,3.0,3.0,,3.0,,3.0,3.0,2.0,5.0,3.0,3.0,3.0,,3.0,,,S1232,43.690570503,-79.400460705,POINT (312808.514 4838740.742)
2534387,4155222,2017.0,,1993.0,SOCIAL HOUSING,3,Etobicoke-Lakeshore,773 THE QUEENSWAY,3,63,2022-12-22,91,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,W0326,43.625636744,-79.504530803,POINT (304383.661 4831516.423)
2534388,4153590,2017.0,,1934.0,PRIVATE,13,Toronto Centre,435 SHERBOURNE ST,4,48,2022-12-22,70,Evaluation needs to be conducted in 2 years,14,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,3.0,4.0,5.0,4.0,3.0,3.0,,4.0,,,S1323,43.6655473564,-79.3735085585,POINT (314985.686 4835962.758)
2534389,4154085,2017.0,,2012.0,SOCIAL HOUSING,14,Toronto-Danforth,270 DONLANDS AVE,8,44,2022-12-22,84,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,,4.0,S1422,43.6901052164,-79.3416209783,POINT (317552.137 4838695.398)
2534390,4255506,2017.0,,1957.0,PRIVATE,3,Etobicoke-Lakeshore,1 NEWHOLM RD,4,27,2022-12-22,88,Evaluation needs to be conducted in 3 years,17,4.0,5.0,5.0,4.0,4.0,2.0,,5.0,,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,,W0329,43.63650442,-79.4877435636,POINT (305773.28 4832728.695)
2534391,4154084,2017.0,,1957.0,PRIVATE,14,Toronto-Danforth,470 MORTIMER AVE,4,42,2022-12-22,79,Evaluation needs to be conducted in 2 years,17,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,,S1426,43.6897638166,-79.3320473561,POINT (318323.973 4838658.984)
2534392,4155258,2017.0,,1952.0,PRIVATE,3,Etobicoke-Lakeshore,1 CROWN HILL PL,4,33,2022-12-22,89,Evaluation needs to be conducted in 3 years,17,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,,W0327,43.6384647272,-79.4918242158,POINT (305443.979 4832946.44)
2534393,4155263,2017.0,,1958.0,PRIVATE,3,Etobicoke-Lakeshore,7 CROWN HILL PL,4,35,2022-12-22,84,Evaluation needs to be conducted in 2 years,17,3.0,5.0,5.0,4.0,3.0,3.0,,5.0,,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,,W0327,43.6386262832,-79.4911761302,POINT (305496.279 4832964.393)
2534394,4155215,2017.0,,1954.0,PRIVATE,3,Etobicoke-Lakeshore,100 BROWNS LINE,3,22,2022-12-22,86,Evaluation needs to be conducted in 3 years,16,4.0,5.0,5.0,4.0,4.0,3.0,,5.0,,3.0,4.0,5.0,5.0,3.0,5.0,5.0,,4.0,5.0,,W0330,43.5952200747,-79.5429727048,POINT (301314.74 4828143.037)
2534395,4152917,2017.0,,1935.0,PRIVATE,4,Parkdale-High Park,7 BRULE TER,3,13,2022-12-22,83,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,,,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,,S0430,43.6475612545,-79.4890462091,POINT (305668.015 4833957.046)
2534396,4155751,2017.0,,1969.0,PRIVATE,5,York South-Weston,1465 LAWRENCE AVE W,20,161,2022-12-22,88,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,4.0,4.0,5.0,,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,W0529,43.7073903147,-79.4803989264,POINT (306364.173 4840603.819)
2534397,4153640,2017.0,,1965.0,PRIVATE,14,Toronto-Danforth,1395 GERRARD ST E,3,12,2022-12-22,66,Evaluation needs to be conducted in 2 years,14,3.0,4.0,4.0,2.0,3.0,3.0,,4.0,,,2.0,4.0,2.0,3.0,4.0,4.0,,4.0,,,S1439,43.671588843,-79.324094142,POINT (318969.114 4836642.122)
2534398,4152932,2017.0,,1926.0,PRIVATE,4,Parkdale-High Park,5 HIGH PARK AVE,3,21,2022-12-22,73,Evaluation needs to be conducted in 2 years,14,4.0,3.0,3.0,3.0,3.0,3.0,,4.0,,,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S0428,43.6538760484,-79.4649817406,POINT (307609.129 4834659.06)
2534399,4233372,2017.0,,1975.0,PRIVATE,12,Toronto-St. Paul's,40 SOUDAN AVE,14,66,2022-12-22,96,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,,S1228,43.7049414095,-79.3965572814,POINT (313121.445 4840336.79)
2534400,4155859,2017.0,,1960.0,PRIVATE,13,Toronto Centre,433 JARVIS ST,9,144,2022-12-22,77,Evaluation needs to be conducted in 2 years,14,3.0,3.0,5.0,4.0,3.0,4.0,,4.0,,,4.0,3.0,5.0,4.0,4.0,4.0,,4.0,,,S1326,43.6639097135,-79.3766153717,POINT (314735.394 4835780.455)
2534401,4153639,2019.0,,1915.0,PRIVATE,14,Toronto-Danforth,279 WOODFIELD RD,4,42,2022-12-22,74,Evaluation needs to be conducted in 2 years,13,3.0,4.0,4.0,3.0,,4.0,,5.0,,,1.0,4.0,5.0,3.0,4.0,4.0,,4.0,,,S1439,43.671655465,-79.323701099,POINT (319000.793 4836649.59)
2534402,4156295,2017.0,,1967.0,PRIVATE,5,York South-Weston,1765 WESTON RD,25,246,2022-12-22,66,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,4.0,3.0,4.0,5.0,3.0,,W0527,43.6990639559,-79.5119719596,POINT (303819.476 4839678.778)
2534403,4155500,2017.0,,1952.0,PRIVATE,3,Etobicoke-Lakeshore,2521 LAKE SHORE BLVD W,3,37,2022-12-21,83,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,5.0,4.0,4.0,,4.0,,3.0,4.0,5.0,4.0,3.0,5.0,4.0,,4.0,4.0,,W0336,43.6101831739,-79.4899009077,POINT (305599.525 4829804.528)
2534404,4156736,2017.0,,1951.0,PRIVATE,3,Etobicoke-Lakeshore,135 EIGHTH ST,4,47,2022-12-21,84,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,2.0,,5.0,,,5.0,5.0,5.0,4.0,5.0,5.0,,3.0,3.0,,W0335,43.601151061,-79.506439811,POINT (304264.189 4828802.019)
